Packet sent by node  0 :  250
Packet recv by node  0 :  0
Packet sent by node  1 :  139
Packet recv by node  1 :  444
Packet sent by node  2 :  142
Packet recv by node  2 :  459
Packet sent by node  3 :  168
Packet recv by node  3 :  567
Packet sent by node  4 :  110
Packet recv by node  4 :  644
Packet sent by node  5 :  133
Packet recv by node  5 :  642
Packet sent by node  6 :  135
Packet recv by node  6 :  314
Packet sent by node  7 :  103
Packet recv by node  7 :  540
Packet sent by node  8 :  150
Packet recv by node  8 :  451

------------------DATA ANALYSIS -------------------------
Number of packets used to flood the network:  1330
Packet  152  was received by:  100.0 % of nodes
Packet  153  was received by:  75.0 % of nodes
Packet  154  was received by:  100.0 % of nodes
Packet  155  was received by:  87.5 % of nodes
Packet  156  was received by:  87.5 % of nodes
Packet  157  was received by:  100.0 % of nodes
Packet  158  was received by:  100.0 % of nodes
Packet  159  was received by:  100.0 % of nodes
Packet  160  was received by:  100.0 % of nodes
Packet  161  was received by:  100.0 % of nodes
Packet  162  was received by:  87.5 % of nodes
Packet  163  was received by:  100.0 % of nodes
Packet  164  was received by:  87.5 % of nodes
Packet  165  was received by:  100.0 % of nodes
Packet  166  was received by:  87.5 % of nodes
Packet  167  was received by:  87.5 % of nodes
Packet  168  was received by:  62.5 % of nodes
Packet  169  was received by:  87.5 % of nodes
Packet  170  was received by:  100.0 % of nodes
Packet  171  was received by:  62.5 % of nodes
Packet  172  was received by:  100.0 % of nodes
Packet  173  was received by:  87.5 % of nodes
Packet  174  was received by:  87.5 % of nodes
Packet  175  was received by:  100.0 % of nodes
Packet  176  was received by:  100.0 % of nodes
Packet  177  was received by:  100.0 % of nodes
Packet  178  was received by:  87.5 % of nodes
Packet  179  was received by:  100.0 % of nodes
Packet  180  was received by:  100.0 % of nodes
Packet  181  was received by:  87.5 % of nodes
Packet  182  was received by:  87.5 % of nodes
Packet  183  was received by:  100.0 % of nodes
Packet  184  was received by:  87.5 % of nodes
Packet  185  was received by:  100.0 % of nodes
Packet  186  was received by:  87.5 % of nodes
Packet  187  was received by:  100.0 % of nodes
Packet  188  was received by:  87.5 % of nodes
Packet  189  was received by:  87.5 % of nodes
Packet  190  was received by:  87.5 % of nodes
Packet  191  was received by:  100.0 % of nodes
Packet  192  was received by:  100.0 % of nodes
Packet  193  was received by:  87.5 % of nodes
Packet  194  was received by:  100.0 % of nodes
Packet  195  was received by:  87.5 % of nodes
Packet  196  was received by:  100.0 % of nodes
Packet  197  was received by:  100.0 % of nodes
Packet  198  was received by:  75.0 % of nodes
Packet  199  was received by:  100.0 % of nodes
Packet  200  was received by:  100.0 % of nodes
Packet  201  was received by:  100.0 % of nodes
Packet  202  was received by:  87.5 % of nodes
Packet  203  was received by:  100.0 % of nodes
Packet  204  was received by:  100.0 % of nodes
Packet  205  was received by:  100.0 % of nodes
Packet  206  was received by:  100.0 % of nodes
Packet  207  was received by:  100.0 % of nodes
Packet  208  was received by:  100.0 % of nodes
Packet  209  was received by:  75.0 % of nodes
Packet  210  was received by:  87.5 % of nodes
Packet  211  was received by:  100.0 % of nodes
Packet  212  was received by:  100.0 % of nodes
Packet  213  was received by:  100.0 % of nodes
Packet  214  was received by:  100.0 % of nodes
Packet  215  was received by:  100.0 % of nodes
Packet  216  was received by:  100.0 % of nodes
Packet  217  was received by:  100.0 % of nodes
Packet  218  was received by:  100.0 % of nodes
Packet  219  was received by:  100.0 % of nodes
Packet  220  was received by:  100.0 % of nodes
Packet  221  was received by:  100.0 % of nodes
Packet  222  was received by:  87.5 % of nodes
Packet  223  was received by:  100.0 % of nodes
Packet  224  was received by:  100.0 % of nodes
Packet  225  was received by:  75.0 % of nodes
Packet  226  was received by:  87.5 % of nodes
Packet  227  was received by:  100.0 % of nodes
Packet  228  was received by:  100.0 % of nodes
Packet  229  was received by:  87.5 % of nodes
Packet  230  was received by:  87.5 % of nodes
Packet  231  was received by:  100.0 % of nodes
Packet  232  was received by:  100.0 % of nodes
Packet  233  was received by:  100.0 % of nodes
Packet  234  was received by:  62.5 % of nodes
Packet  235  was received by:  87.5 % of nodes
Packet  236  was received by:  100.0 % of nodes
Packet  237  was received by:  100.0 % of nodes
Packet  238  was received by:  100.0 % of nodes
Packet  239  was received by:  100.0 % of nodes
Packet  240  was received by:  100.0 % of nodes
Packet  241  was received by:  100.0 % of nodes
Packet  242  was received by:  100.0 % of nodes
Packet  243  was received by:  50.0 % of nodes
Packet  244  was received by:  87.5 % of nodes
Packet  245  was received by:  100.0 % of nodes
Packet  246  was received by:  100.0 % of nodes
Packet  247  was received by:  12.5 % of nodes
Packet  248  was received by:  100.0 % of nodes
Packet  249  was received by:  100.0 % of nodes
                                                               
-------------------- PERCENTAGE -------------------------------
The percentage of nodes that have received the data is:  93.1 %
                                                               
